review_id,new_image,suspected_match,review_type,frozen_test_involved,sha256_match,phash_distance,dhash_distance,ahash_distance,ssim_score,pixel_similarity_score,dimension_similarity,edge_similarity,color_histogram_correlation,orb_ratio_matches,orb_ransac_inliers,orb_inlier_ratio,other_evidence,final_auto_decision,decision_confidence,decision_reason
REVIEW_0084,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Indian_rock_python_(Python_molurus)_at_mysore_zoo.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\validation\Non_Venomous_Snake\Indian_rock_python_(Python_molurus)_at_mysore_zoo.jpg,DUPLICATE_REVIEW,NO,False,0,1,0,0.997737,0.999436,0.390625,0.99098,0.999151,8,5,0.625,aspect_similarity=0.482422; area_similarity=0.316296; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0085,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Indian_rock_python_from_Nehru_Zoological_park_Hyderabad_4428.JPG,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\Indian_rock_python_from_Nehru_Zoological_park_Hyderabad_4428.JPG,DUPLICATE_REVIEW,NO,False,0,0,0,0.996711,0.999736,0.154321,0.987528,0.998914,8,5,0.625,aspect_similarity=0.555556; area_similarity=0.042867; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0086,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Indian_rock_python_from_Nehru_Zoological_park_Hyderabad_4430.JPG,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\Indian_rock_python_from_Nehru_Zoological_park_Hyderabad_4430.JPG,DUPLICATE_REVIEW,NO,False,0,0,0,0.995665,0.999826,0.154321,0.983087,0.999625,7,4,0.571429,aspect_similarity=0.555556; area_similarity=0.042867; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0087,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Indian_rock_python_pratik_dahod.JPG,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\Indian_rock_python_pratik_dahod.JPG,DUPLICATE_REVIEW,NO,False,0,0,0,0.997764,0.9997,0.173536,0.996567,0.998892,12,7,0.583333,aspect_similarity=0.665510; area_similarity=0.045251; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0088,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Juvenile_Indian_Rock_Python_(_P_molurus)_in_a_pensive_moment.JPG,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\Juvenile_Indian_Rock_Python_(_P_molurus)_in_a_pensive_moment.JPG,DUPLICATE_REVIEW,NO,False,0,0,0,0.997681,0.999888,0.109649,0.990199,0.999669,7,4,0.571429,aspect_similarity=0.750000; area_similarity=0.016031; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0089,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Juvenilke_Indian_Rock_Python_(_P_molurus)_in_my_palm.JPG,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\Juvenilke_Indian_Rock_Python_(_P_molurus)_in_my_palm.JPG,DUPLICATE_REVIEW,NO,False,0,0,0,0.99769,0.999709,0.109649,0.994571,0.996556,1,0,0.0,aspect_similarity=0.750000; area_similarity=0.016031; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0090,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\validation\Non_Venomous_Snake\maxresdefault (3).jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.998499,0.999802,0.3125,0.990489,0.99957,12,9,0.75,aspect_similarity=0.562500; area_similarity=0.173611; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0091,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_001.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\maxresdefault_001 (2).jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997077,0.999534,0.3125,0.964158,0.999855,11,11,1.0,aspect_similarity=0.562500; area_similarity=0.173611; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0092,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_002.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\maxresdefault_002.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997582,0.999759,0.208333,0.983835,0.999402,2,0,0.0,aspect_similarity=0.562500; area_similarity=0.077160; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0093,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_003.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\maxresdefault_003 (2).jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.99804,0.999257,0.208333,0.996823,0.997909,7,6,0.857143,aspect_similarity=0.562500; area_similarity=0.077160; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0094,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_004.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\maxresdefault_004 (2).jpg,DUPLICATE_REVIEW,NO,False,0,0,1,0.998589,0.99954,0.155824,0.993332,0.999257,2,0,0.0,aspect_similarity=0.391508; area_similarity=0.062019; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0095,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_006.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\maxresdefault_006.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.998274,0.999698,0.3125,0.98732,0.999584,10,8,0.8,aspect_similarity=0.562500; area_similarity=0.173611; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0096,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_007.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\maxresdefault_007.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997225,0.999564,0.3125,0.98442,0.999708,18,16,0.888889,aspect_similarity=0.562500; area_similarity=0.173611; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0097,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_008.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\maxresdefault_008.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.998887,0.999849,0.3125,0.996539,0.999865,16,12,0.75,aspect_similarity=0.562500; area_similarity=0.173611; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0098,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_010.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\validation\Non_Venomous_Snake\maxresdefault_010.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.996908,0.999885,0.3125,0.982716,0.999619,15,12,0.8,aspect_similarity=0.562500; area_similarity=0.173611; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0099,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Python  molurus2.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\Python  molurus2.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.998863,0.999804,0.285714,0.995103,0.999493,11,11,1.0,aspect_similarity=0.604286; area_similarity=0.135089; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0100,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Python  molurus3.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\Python  molurus3.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997511,0.999812,0.285714,0.977385,0.99682,16,15,0.9375,aspect_similarity=0.604286; area_similarity=0.135089; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0101,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Python  molurus4.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\validation\Non_Venomous_Snake\Python  molurus4.jpg,DUPLICATE_REVIEW,NO,False,2,0,0,0.997211,0.999798,0.285714,0.988213,0.994734,19,16,0.842105,aspect_similarity=0.604286; area_similarity=0.135089; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0102,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\python-generic_650x400_81472483726.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\python-generic_650x400_81472483726.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.99637,0.999801,0.615385,0.985396,0.996595,23,21,0.913043,aspect_similarity=0.615385; area_similarity=0.615385; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; strong crop/watermark-compatible feature and color/structure evidence; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0103,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\python_big_12.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Non_Venomous_Snake\python_big_12.jpg,DUPLICATE_REVIEW,NO,False,0,1,0,0.998125,0.999693,0.600601,0.990271,0.997482,13,8,0.615385,aspect_similarity=0.507508; area_similarity=0.710770; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0104,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\udaipurtimes-6_1437804595.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\validation\Non_Venomous_Snake\udaipurtimes-6_1437804595.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.998705,0.999828,0.666667,0.995839,0.999446,19,14,0.736842,aspect_similarity=0.541667; area_similarity=0.820513; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0106,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\12382341385_f5af5fc558_b.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\12382341385_f5af5fc558_b.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.995743,0.999609,0.390625,0.96187,0.999665,2,0,0.0,aspect_similarity=0.363281; area_similarity=0.420027; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0107,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\12474945055_9b6d772f9d_b.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\12474945055_9b6d772f9d_b.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.996235,0.99974,0.390625,0.976171,0.999338,19,14,0.736842,aspect_similarity=0.486328; area_similarity=0.313755; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0108,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\1438850347IMG_1543.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\1438850347IMG_1543.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997734,0.998707,0.666667,0.996713,0.999734,4,4,1.0,aspect_similarity=0.561667; area_similarity=0.791296; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0109,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\2816621425_c2ac28297a_b.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\2816621425_c2ac28297a_b.jpg,DUPLICATE_REVIEW,NO,False,0,1,1,0.996348,0.998332,0.390625,0.990192,0.997054,19,18,0.947368,aspect_similarity=0.668945; area_similarity=0.228102; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0110,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\5556319714_5d0d0b919c.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\5556319714_5d0d0b919c.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997887,0.999805,0.53,0.989016,0.999649,10,7,0.7,aspect_similarity=0.424000; area_similarity=0.662500; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0111,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\6674918465_fe1d46c3ab_b.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\6674918465_fe1d46c3ab_b.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.996962,0.999523,0.390625,0.977932,0.998084,11,8,0.727273,aspect_similarity=0.562500; area_similarity=0.271267; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0112,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\81cb1316d8bd6b5ec1dbf0e4d68cf367.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\validation\Venomous_Snake\81cb1316d8bd6b5ec1dbf0e4d68cf367.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997077,0.999418,0.66778,0.964354,0.998558,10,6,0.6,aspect_similarity=0.465776; area_similarity=0.957390; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0113,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\afc3fbd1c45e1f79f26e6271444de28e.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\afc3fbd1c45e1f79f26e6271444de28e.jpg,DUPLICATE_REVIEW,NO,False,0,1,2,0.996085,0.999338,0.3675,0.98275,0.999973,44,21,0.477273,aspect_similarity=0.668182; area_similarity=0.202125; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong crop/watermark-compatible feature and color/structure evidence; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0114,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\B_caeruleus_01-800x455.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\54.jpg,DUPLICATE_REVIEW,NO,False,0,1,1,0.967778,0.993481,0.5,0.987292,0.991472,18,13,0.722222,aspect_similarity=0.568750; area_similarity=0.439560; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0115,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\CJSSKalach1.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\CJSSKalach1.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.996049,0.999109,0.715,0.982815,0.999949,21,10,0.47619,aspect_similarity=0.572000; area_similarity=0.893750; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0116,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\Common krait_001.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\Common krait_001.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.99759,0.999347,0.347222,0.987275,0.99954,15,10,0.666667,aspect_similarity=0.589410; area_similarity=0.204549; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0117,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\common-krait-1.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\common-krait-1.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.996508,0.999443,0.666667,0.98112,0.999867,8,6,0.75,aspect_similarity=0.458333; area_similarity=0.969697; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0119,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\common-krait.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\common-krait.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997257,0.999523,0.545,0.980308,0.999712,9,5,0.555556,aspect_similarity=0.525301; area_similarity=0.565438; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0120,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\COMMON-KRAIT_011.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\COMMON-KRAIT_011.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.996646,0.999671,0.56338,0.982887,0.999845,16,9,0.5625,aspect_similarity=0.491549; area_similarity=0.645708; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0121,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\Common_Krait(Bungarus_Caeruleus)_in_Parassinikadavu_Snake_Park.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\Common_Krait(Bungarus_Caeruleus)_in_Parassinikadavu_Snake_Park.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.994994,0.999197,0.1,0.977701,0.999834,1,0,0.0,aspect_similarity=0.750000; area_similarity=0.013333; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0122,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\common_krait-bungarus_caeruleus.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\common_krait-bungarus_caeruleus.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.996872,0.999654,0.412371,0.984866,0.999455,6,4,0.666667,aspect_similarity=0.257732; area_similarity=0.659794; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0123,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\Commonkrait.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\Commonkrait.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.995818,0.999631,0.46,0.974445,0.999858,16,9,0.5625,aspect_similarity=0.575000; area_similarity=0.368000; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0124,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\DSC_0019_0.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\DSC_0019_0.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.998435,0.999823,0.132979,0.988565,0.998794,2,0,0.0,aspect_similarity=0.664894; area_similarity=0.026596; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
