relative_path,filename,parent_label,species_label,sha256,width,height,exact_duplicate_group,near_duplicate_group,source_group,exact_existing_match,strict_existing_classification,frozen_test_leakage_status,species_label_conflict,provenance_status,license_status,technical_filter_survivor,resolution_status,reason
Non-Venomous/Common Trinket/copper-headed-trinket-snake-coelognathus-radiatus-non-venomous-common-BN1WY8.jpg,copper-headed-trinket-snake-coelognathus-radiatus-non-venomous-common-BN1WY8.jpg,Non-Venomous,Common Trinket,dc3875e68fee13bc7f58194ef2f8434dca5f9490d78a607b2833c97b33bfc5e9,1300,960,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Common Trinket/d2563876349b5563a3d4d98f79f4ea77.jpg,d2563876349b5563a3d4d98f79f4ea77.jpg,Non-Venomous,Common Trinket,d683dc2f6fd5443aab6c7c80b91b973c8a4ba9b232b9273f91c6edf995a68ff7,2048,1070,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Common Trinket/DSC01535-Edit0.jpg,DSC01535-Edit0.jpg,Non-Venomous,Common Trinket,efa30a3eac5ff39696d9d3f98553b9c235c3ae928df899592e5ff3573b5a98d3,5390,3492,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Common Trinket/dsc_0011.jpg,dsc_0011.jpg,Non-Venomous,Common Trinket,4b228e8c912f8dd389244f32ec8f2f9ac31c7edea4b99fac572c25e88dc50784,6016,4000,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Common Trinket/habaraliya.jpg,habaraliya.jpg,Non-Venomous,Common Trinket,f609c320b0aedef16e3b25b962b23f6269a66f6ebaf56438e2d0fb68238af74d,1600,1024,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Common Trinket/IMG_0001 (1).JPG,IMG_0001 (1).JPG,Non-Venomous,Common Trinket,8a1cdd0118905981fff88692fb0e14fa0e3f3ada227b0954fc8f686fd606a0f6,1199,1600,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Common Trinket/img_2194.jpg,img_2194.jpg,Non-Venomous,Common Trinket,8e73957aa4d0c077d5d2ff398e1eddd2da75a033ff04fbf7baa4226d9308cb72,1600,1200,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Common Trinket/trinketsnake.jpg,trinketsnake.jpg,Non-Venomous,Common Trinket,e7dab7509458f5c9a921cc9c4267a73cecb44c461c22f33ba0a0b2cf7c73e286,620,463,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Green Tree Vine/1.jpg,1.jpg,Non-Venomous,Green Tree Vine,a0108b8d4773324eab5a76dc95f7c44c83c5fc93750d118fb13838177e037f69,852,480,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Green Tree Vine/541d920462f53a965ce8d6fd7a1f7476.jpg,541d920462f53a965ce8d6fd7a1f7476.jpg,Non-Venomous,Green Tree Vine,3c5020d0b9cfed8e3da32821f4986b9f6f2092453a1b3ba23590739f3817ca94,720,537,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Green Tree Vine/dbc07269d811693c59231e23ed0e404d.jpg,dbc07269d811693c59231e23ed0e404d.jpg,Non-Venomous,Green Tree Vine,8093a342c1b050511ef6d22ebedd0392e183fa5fc0c3ccd0006bd0ed38f3ab87,841,412,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Green Tree Vine/long-nosed-tree-snake-green-vine-snake-long-nosed-whip-snake-or-asian-FFHA8W.jpg,long-nosed-tree-snake-green-vine-snake-long-nosed-whip-snake-or-asian-FFHA8W.jpg,Non-Venomous,Green Tree Vine,ce705c83c92be65f32be2406276609826d15daea5c05c2bae74998fcd6067a7f,1300,954,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Green Tree Vine/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947R9.jpg,the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947R9.jpg,Non-Venomous,Green Tree Vine,a072aa4797abb54ddf820ad2236ee4215f40f07610d3ae232f1f93cd01a259e8,1300,956,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Green Tree Vine/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947RF.jpg,the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947RF.jpg,Non-Venomous,Green Tree Vine,450d754704fb7f3e03ced5f860d14222374910703bf67c4dc7631859e70a6707,1300,956,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Green Tree Vine/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947RJ.jpg,the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947RJ.jpg,Non-Venomous,Green Tree Vine,4823f064da48b1e9cc4931f06fcee94a0782103acc71d8136e4f1baddc3b2cb2,1300,956,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Green Tree Vine/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947RY.jpg,the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947RY.jpg,Non-Venomous,Green Tree Vine,b60ed6f1654e776e3069a7de243098a8c878c3beb36c7f6ba2804261ae308f94,1300,956,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/1753.jpeg,1753.jpeg,Non-Venomous,Indian Rock Python,6b3240471beab0eff411765a77e55d34b0f5631948483c0a6f6f753b15a84d73,750,484,,,,False,LIKELY_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LIKELY_NEAR_DUPLICATE,Likely near-duplicate requires human decision
Non-Venomous/Indian Rock Python/6O4A4956.jpg,6O4A4956.jpg,Non-Venomous,Indian Rock Python,99611cbd555ffddb345e1b97a80429e4d80d5432ca2915147a423992d0ce166c,4268,2845,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/6O4A7830.jpg,6O4A7830.jpg,Non-Venomous,Indian Rock Python,0fa596095e65ac6c77a6da07bb25d18ab75e3991e741e40897abee493ba77ac0,4583,3055,,,,False,POSSIBLE_NEAR_DUPLICATE,POSSIBLE_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/6O4A7844.jpg,6O4A7844.jpg,Non-Venomous,Indian Rock Python,9f1d235b78492b0d37fae8a2fb35567f1d91bfbd1473a6fdd51767757cd23252,3648,5472,,,,False,POSSIBLE_NEAR_DUPLICATE,POSSIBLE_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/6O4A7885.jpg,6O4A7885.jpg,Non-Venomous,Indian Rock Python,8753bca87f31b9554751f6532f9dc72c541f4215ff65875d5a17a7272fdc4135,4254,2836,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/afe2.jpg,afe2.jpg,Non-Venomous,Indian Rock Python,a816ab63f3becdb98ff2c12b1317b9f590950de08c2f3c572be9291af5b53b4e,950,405,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/Brown_Streaks_seen_from_Lateral_View_of_Head_of_Indian_Rock_Python_(_P_molurus).JPG,Brown_Streaks_seen_from_Lateral_View_of_Head_of_Indian_Rock_Python_(_P_molurus).JPG,Non-Venomous,Indian Rock Python,fdfd463e5aad884286680522abbd403ed6aa149d44f7c56d21e2eb5f818d71ac,3648,2736,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/dc-Cover-bh58nkvuepsd83sgu14h9ieqn5-20160609032640.Medi.jpeg,dc-Cover-bh58nkvuepsd83sgu14h9ieqn5-20160609032640.Medi.jpeg,Non-Venomous,Indian Rock Python,d7c8c8f71604629473d449ed83a379bafd25be50c61f04da932541bf5f113c77,800,448,,,,False,LIKELY_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LIKELY_NEAR_DUPLICATE,Likely near-duplicate requires human decision
Non-Venomous/Indian Rock Python/Indian rock python imprisoned in Gujarat after it swallows blue bull.jpg,Indian rock python imprisoned in Gujarat after it swallows blue bull.jpg,Non-Venomous,Indian Rock Python,ca599a18ea1e018865e77851d322af24fc8f20b2b5e31da8dc08aebeb1354193,626,336,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/indian-rock-python-in-western-ghats-awd4r9.jpg,indian-rock-python-in-western-ghats-awd4r9.jpg,Non-Venomous,Indian Rock Python,8c62100cfa58f346c8e13d283e8ac510a54583cf00f2c3f296761385348eec5c,450,314,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/Indian-Rock-Python-Langur-kill-4.jpg,Indian-Rock-Python-Langur-kill-4.jpg,Non-Venomous,Indian Rock Python,892a9be030906bad6f1786e8c786751487f41640ff794b57a88842b95e211148,1024,683,,,,False,LIKELY_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LIKELY_NEAR_DUPLICATE,Likely near-duplicate requires human decision
Non-Venomous/Indian Rock Python/indian-rock-python-on-the-road--nagarhole.jpg,indian-rock-python-on-the-road--nagarhole.jpg,Non-Venomous,Indian Rock Python,ab2252a278f24e081318d033b862925e778298e031af98d3577e04b20a04d439,800,600,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/indian-rock-python-python-molurus-aka-indian-python-rock-python-black-F2JD6R.jpg,indian-rock-python-python-molurus-aka-indian-python-rock-python-black-F2JD6R.jpg,Non-Venomous,Indian Rock Python,b4ccf75137bc3a0dd09339a0c508ebf62fb7250b99f26ec6e665d5b95ef7cedd,1300,956,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/indian-rock-python-python-molurus-molurus-non-venomous-rare-C691AR.jpg,indian-rock-python-python-molurus-molurus-non-venomous-rare-C691AR.jpg,Non-Venomous,Indian Rock Python,c6d773cb3d794381204c80344a77fcd6b342f179717f3e8cf2b915c611876ddf,1300,956,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/indian-rock-python-python-molurus-molurus-non-venomous-rare-called-B325DN.jpg,indian-rock-python-python-molurus-molurus-non-venomous-rare-called-B325DN.jpg,Non-Venomous,Indian Rock Python,98f9d2506fc2ce92d506a3e3713e9e1a8a7182a7e7bee1c7f2d5aa71face0ebb,1300,956,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/indian-rock-python-python-molurus-molurus-non-venomous-rare-called-B325FG.jpg,indian-rock-python-python-molurus-molurus-non-venomous-rare-called-B325FG.jpg,Non-Venomous,Indian Rock Python,4eaa2bec5b01059c6e18dcb522bdb2dfdc1a30731c9d12f104ea2891c9f16561,1300,956,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/indian-rock-python-python-molurus-molurus-non-venomous-rare-kanha-BN1N7E.jpg,indian-rock-python-python-molurus-molurus-non-venomous-rare-kanha-BN1N7E.jpg,Non-Venomous,Indian Rock Python,6083a2fe6402ea2d7df0fce42f7858005e1873fab4d43990e2f63a309ca19dba,1300,960,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/indian-rock-python-with-a-full-belly-in-a-stream-in-ranthambhore-tiger-D2H4CR.jpg,indian-rock-python-with-a-full-belly-in-a-stream-in-ranthambhore-tiger-D2H4CR.jpg,Non-Venomous,Indian Rock Python,6873bf3e7e2f5b0628614bc8cdd5b9e3340063d37d24ce852e03e225142826eb,865,1390,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/Indian-Rock-Python_001.jpg,Indian-Rock-Python_001.jpg,Non-Venomous,Indian Rock Python,cd7ed2c4afd6f1dcaeed20d692488fb7ba6b8f8b07bf6eb77a1bf7b985241c1f,932,451,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/Indian_rock_python.jpg,Indian_rock_python.jpg,Non-Venomous,Indian Rock Python,46a64262bf592735bd293d07bd436407f53e08d6a4f07193e4ff0503b8d53853,4608,3072,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/Indian_Rock_Python_(_P_molurus)_rolled_up_into_a_ball.JPG,Indian_Rock_Python_(_P_molurus)_rolled_up_into_a_ball.JPG,Non-Venomous,Indian Rock Python,2b63bca5c764a4dd156dab9bb4db0903841d8ebf8d263131c07090130c6f1f6a,3648,2736,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/Indian_rock_python_(Python_molurus)_at_mysore_zoo.jpg,Indian_rock_python_(Python_molurus)_at_mysore_zoo.jpg,Non-Venomous,Indian Rock Python,389557b497e78a84be994a41b9b27fc27f556105e06f6f115608124f36519aab,1024,494,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/Indian_rock_python_from_Nehru_Zoological_park_Hyderabad_4428.JPG,Indian_rock_python_from_Nehru_Zoological_park_Hyderabad_4428.JPG,Non-Venomous,Indian Rock Python,7d1eb3d4021cddb19745edde86729988ab432f13b4536797cd8d37d22463be09,2592,1440,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/Indian_rock_python_from_Nehru_Zoological_park_Hyderabad_4430.JPG,Indian_rock_python_from_Nehru_Zoological_park_Hyderabad_4430.JPG,Non-Venomous,Indian Rock Python,0d3a32a78e0c75a348b5dfac5d7eff0dfd2f26ed0e5e74c72fba5ef1fd8a419b,2592,1440,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/Indian_rock_python_pratik_dahod.JPG,Indian_rock_python_pratik_dahod.JPG,Non-Venomous,Indian Rock Python,af736e383226af1904fe167443b916c83ea3d8fb6f42a96c42a053cc3689d9f0,2305,1534,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/indianrockpython.jpg,indianrockpython.jpg,Non-Venomous,Indian Rock Python,f80997dba22cdc0f0ca854191d7a2be4d69ce7a4d0856b863e315937e8f14153,621,463,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/Juvenile_Indian_Rock_Python_(_P_molurus)_in_a_pensive_moment.JPG,Juvenile_Indian_Rock_Python_(_P_molurus)_in_a_pensive_moment.JPG,Non-Venomous,Indian Rock Python,8c84841005f3f7be25129f47c2dcd7611790f299eb09080c64a3d610bf483da2,3648,2736,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/Juvenilke_Indian_Rock_Python_(_P_molurus)_in_my_palm.JPG,Juvenilke_Indian_Rock_Python_(_P_molurus)_in_my_palm.JPG,Non-Venomous,Indian Rock Python,6cbe00d4d24d9e13f7a86b4e2a47252bfc1c411ba3a29366a3d6af638f29c90f,3648,2736,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Non-Venomous/Indian Rock Python/maa-60451-reptiles-python-indian-rock-python-molurus-snake-on-tree-BFNR5E.jpg,maa-60451-reptiles-python-indian-rock-python-molurus-snake-on-tree-BFNR5E.jpg,Non-Venomous,Indian Rock Python,f83d82294da3069c350c47994fd35a24aa75773bb716d228bfbbeaa1550b738c,854,1390,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
