new_image,new_species,new_parent_class,existing_image,existing_class,existing_split,phash_distance,dhash_distance,previous_classification,ahash_distance,aspect_ratio_delta,pixel_correlation,ssim,color_histogram_correlation,orb_ratio_matches,orb_ransac_inliers,orb_inlier_ratio,final_classification,evidence,near_duplicate_status
Non-Venomous/Banded Racer/03000025388_01_f.jpg,Banded Racer,Non-Venomous,train/Non_Venomous_Snake/03000025388_01_f.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333008,0.999275,0.994669,0.998561,42,42,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3330; pixel_corr=0.9993; SSIM=0.9947; hist_corr=0.9986; ORB_good=42; ORB_inliers=42; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/blackratwrinkle.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/blackratwrinkle.jpg,Non_Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999024,0.993033,0.999326,40,38,0.95,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.2500; pixel_corr=0.9990; SSIM=0.9930; hist_corr=0.9993; ORB_good=40; ORB_inliers=38; ORB_inlier_ratio=0.9500,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/bluerat.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/bluerat.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.303125,0.999733,0.998404,0.99917,92,88,0.956522,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3031; pixel_corr=0.9997; SSIM=0.9984; hist_corr=0.9992; ORB_good=92; ORB_inliers=88; ORB_inlier_ratio=0.9565,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/brnrat2.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/brnrat2.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.320339,0.999747,0.996751,0.999333,81,72,0.888889,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3203; pixel_corr=0.9997; SSIM=0.9968; hist_corr=0.9993; ORB_good=81; ORB_inliers=72; ORB_inlier_ratio=0.8889,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/coluber-nigromarginatus-green-rat-snake-non-venomous-rarely-available-h9ere2.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/coluber-nigromarginatus-green-rat-snake-non-venomous-rarely-available-h9ere2.jpg,Non_Venomous_Snake,TRAIN,2,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.296875,0.999884,0.997217,0.999965,64,63,0.984375,CONFIRMED_NEAR_DUPLICATE,pHash=2; dHash=0; aHash=0; aspect_delta=0.2969; pixel_corr=0.9999; SSIM=0.9972; hist_corr=1.0000; ORB_good=64; ORB_inliers=63; ORB_inlier_ratio=0.9844,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/commom-rat-snake-ptyas-mucosa-non-venomous-common-B345KD.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/commom-rat-snake-ptyas-mucosa-non-venomous-common-B345KD.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.264615,0.99953,0.997723,0.999492,31,30,0.967742,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2646; pixel_corr=0.9995; SSIM=0.9977; hist_corr=0.9995; ORB_good=31; ORB_inliers=30; ORB_inlier_ratio=0.9677,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/common-rat-snake-6-1024x682.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/common-rat-snake-6-1024x682.jpg,Non_Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.331143,0.999722,0.998053,0.999201,80,77,0.9625,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3311; pixel_corr=0.9997; SSIM=0.9981; hist_corr=0.9992; ORB_good=80; ORB_inliers=77; ORB_inlier_ratio=0.9625,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/common-rat-snake-7929502.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/common-rat-snake-7929502.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.266923,0.999597,0.995835,0.998933,54,50,0.925926,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2669; pixel_corr=0.9996; SSIM=0.9958; hist_corr=0.9989; ORB_good=54; ORB_inliers=50; ORB_inlier_ratio=0.9259,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/common-rat-snake-8294082.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/common-rat-snake-8294082.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.343077,0.999529,0.997041,0.998933,26,24,0.923077,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3431; pixel_corr=0.9995; SSIM=0.9970; hist_corr=0.9989; ORB_good=26; ORB_inliers=24; ORB_inlier_ratio=0.9231,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/common-rat-snake-keoladeo-national-park-rajesthan-bharatpur-76368190.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/common-rat-snake-keoladeo-national-park-rajesthan-bharatpur-76368190.jpg,Non_Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.15,0.999886,0.998016,0.997286,75,74,0.986667,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.1500; pixel_corr=0.9999; SSIM=0.9980; hist_corr=0.9973; ORB_good=75; ORB_inliers=74; ORB_inlier_ratio=0.9867,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common-Ratsnake-Credit_Kevin-Messenger-e1494993731520.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Common-Ratsnake-Credit_Kevin-Messenger-e1494993731520.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333333,0.99963,0.998193,0.998433,53,45,0.849057,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3333; pixel_corr=0.9996; SSIM=0.9982; hist_corr=0.9984; ORB_good=53; ORB_inliers=45; ORB_inlier_ratio=0.8491,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common_India_Rat_Snake.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Common_India_Rat_Snake.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.331818,0.999303,0.996565,0.999614,30,22,0.733333,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3318; pixel_corr=0.9993; SSIM=0.9966; hist_corr=0.9996; ORB_good=30; ORB_inliers=22; ORB_inlier_ratio=0.7333,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common_Rat_Snake.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Common_Rat_Snake.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999676,0.997224,0.999939,61,58,0.95082,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9997; SSIM=0.9972; hist_corr=0.9999; ORB_good=61; ORB_inliers=58; ORB_inlier_ratio=0.9508,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Common_Rat_Snake_(Ptyas_mucosa)_µ░┤σ╛ï.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333984,0.999297,0.99785,0.999054,26,26,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3340; pixel_corr=0.9993; SSIM=0.9979; hist_corr=0.9991; ORB_good=26; ORB_inliers=26; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律10.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Common_Rat_Snake_(Ptyas_mucosa)_µ░┤σ╛ï10.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333008,0.998973,0.996278,0.999544,26,24,0.923077,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3330; pixel_corr=0.9990; SSIM=0.9963; hist_corr=0.9995; ORB_good=26; ORB_inliers=24; ORB_inlier_ratio=0.9231,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律3.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Common_Rat_Snake_(Ptyas_mucosa)_µ░┤σ╛ï3.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333008,0.999593,0.997894,0.999028,29,28,0.965517,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3330; pixel_corr=0.9996; SSIM=0.9979; hist_corr=0.9990; ORB_good=29; ORB_inliers=28; ORB_inlier_ratio=0.9655,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律4.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Common_Rat_Snake_(Ptyas_mucosa)_µ░┤σ╛ï4.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.332031,0.999357,0.998305,0.997912,30,29,0.966667,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3320; pixel_corr=0.9994; SSIM=0.9983; hist_corr=0.9979; ORB_good=30; ORB_inliers=29; ORB_inlier_ratio=0.9667,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律6.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Common_Rat_Snake_(Ptyas_mucosa)_µ░┤σ╛ï6.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,1,0.333008,0.999785,0.997,0.999271,36,34,0.944444,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=1; aspect_delta=0.3330; pixel_corr=0.9998; SSIM=0.9970; hist_corr=0.9993; ORB_good=36; ORB_inliers=34; ORB_inlier_ratio=0.9444,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律7.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Common_Rat_Snake_(Ptyas_mucosa)_µ░┤σ╛ï7.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333984,0.999314,0.996995,0.999635,53,48,0.90566,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3340; pixel_corr=0.9993; SSIM=0.9970; hist_corr=0.9996; ORB_good=53; ORB_inliers=48; ORB_inlier_ratio=0.9057,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律8.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Common_Rat_Snake_(Ptyas_mucosa)_µ░┤σ╛ï8.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,2,0.333008,0.999802,0.997167,0.999135,42,40,0.952381,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=2; aspect_delta=0.3330; pixel_corr=0.9998; SSIM=0.9972; hist_corr=0.9991; ORB_good=42; ORB_inliers=40; ORB_inlier_ratio=0.9524,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律9.jpg,Common Rat Snake,Non-Venomous,validation/Non_Venomous_Snake/Common_Rat_Snake_(Ptyas_mucosa)_µ░┤σ╛ï9.jpg,Non_Venomous_Snake,VALIDATION,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333008,0.99882,0.996566,0.998219,32,30,0.9375,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3330; pixel_corr=0.9988; SSIM=0.9966; hist_corr=0.9982; ORB_good=32; ORB_inliers=30; ORB_inlier_ratio=0.9375,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律_(6027287191).jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Common_Rat_Snake_(Ptyas_mucosa)_µ░┤σ╛ï_(6027287191).jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333008,0.999709,0.996912,0.999324,65,61,0.938462,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3330; pixel_corr=0.9997; SSIM=0.9969; hist_corr=0.9993; ORB_good=65; ORB_inliers=61; ORB_inlier_ratio=0.9385,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律_(6027830696).jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Common_Rat_Snake_(Ptyas_mucosa)_µ░┤σ╛ï_(6027830696).jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,1,0.333008,0.999717,0.996863,0.999506,66,54,0.818182,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=1; aspect_delta=0.3330; pixel_corr=0.9997; SSIM=0.9969; hist_corr=0.9995; ORB_good=66; ORB_inliers=54; ORB_inlier_ratio=0.8182,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律_(6027841570).jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Common_Rat_Snake_(Ptyas_mucosa)_µ░┤σ╛ï_(6027841570).jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333008,0.999742,0.996982,0.999151,53,44,0.830189,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3330; pixel_corr=0.9997; SSIM=0.9970; hist_corr=0.9992; ORB_good=53; ORB_inliers=44; ORB_inlier_ratio=0.8302,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/dhaman-rat-snake-coluber-mucosus-non-venomous-common-bhimashankar-A0BB66.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/dhaman-rat-snake-coluber-mucosus-non-venomous-common-bhimashankar-A0BB66.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.277692,0.999524,0.997912,0.997996,25,25,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2777; pixel_corr=0.9995; SSIM=0.9979; hist_corr=0.9980; ORB_good=25; ORB_inliers=25; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/DSC00806.JPG,Common Rat Snake,Non-Venomous,validation/Non_Venomous_Snake/DSC00806.JPG,Non_Venomous_Snake,VALIDATION,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.43,0.99859,0.996112,0.999807,13,11,0.846154,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.4300; pixel_corr=0.9986; SSIM=0.9961; hist_corr=0.9998; ORB_good=13; ORB_inliers=11; ORB_inlier_ratio=0.8462,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/DSCF0265.JPG,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/DSCF0265.JPG,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999591,0.995476,0.999784,26,26,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9996; SSIM=0.9955; hist_corr=0.9998; ORB_good=26; ORB_inliers=26; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/eastern-rat-snake-large.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/eastern-rat-snake-large.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.411667,0.999829,0.998275,0.998758,15,12,0.8,LIKELY_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.4117; pixel_corr=0.9998; SSIM=0.9983; hist_corr=0.9988; ORB_good=15; ORB_inliers=12; ORB_inlier_ratio=0.8000,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/eastern-ratsnake-striped01.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/eastern-ratsnake-striped01.jpg,Non_Venomous_Snake,TRAIN,2,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333984,0.994237,0.992683,0.996452,14,14,1.0,POSSIBLE_NEAR_DUPLICATE,pHash=2; dHash=0; aHash=0; aspect_delta=0.3340; pixel_corr=0.9942; SSIM=0.9927; hist_corr=0.9965; ORB_good=14; ORB_inliers=14; ORB_inlier_ratio=1.0000,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/easternratsnake2.jpg,Common Rat Snake,Non-Venomous,validation/Non_Venomous_Snake/easternratsnake2.jpg,Non_Venomous_Snake,VALIDATION,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.335821,0.999793,0.994503,0.997022,1,0,0.0,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3358; pixel_corr=0.9998; SSIM=0.9945; hist_corr=0.9970; ORB_good=1; ORB_inliers=0; ORB_inlier_ratio=0.0000,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/free_9287297.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/free_9287297.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.29375,0.998829,0.996508,0.981706,82,80,0.97561,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2938; pixel_corr=0.9988; SSIM=0.9965; hist_corr=0.9817; ORB_good=82; ORB_inliers=80; ORB_inlier_ratio=0.9756,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Glorioso _rat2.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Glorioso _rat2.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999017,0.994722,0.99812,199,186,0.934673,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9990; SSIM=0.9947; hist_corr=0.9981; ORB_good=199; ORB_inliers=186; ORB_inlier_ratio=0.9347,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/gprs.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/gprs.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,1,0.33012,0.999864,0.99756,0.999853,67,53,0.791045,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=1; aspect_delta=0.3301; pixel_corr=0.9999; SSIM=0.9976; hist_corr=0.9999; ORB_good=67; ORB_inliers=53; ORB_inlier_ratio=0.7910,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/grayratsnake461.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/grayratsnake461.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.249458,0.999654,0.997856,0.997689,177,170,0.960452,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2495; pixel_corr=0.9997; SSIM=0.9979; hist_corr=0.9977; ORB_good=177; ORB_inliers=170; ORB_inlier_ratio=0.9605,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/great-plains-rat-snake-04.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/great-plains-rat-snake-04.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.355319,0.999395,0.997512,0.999387,41,39,0.95122,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3553; pixel_corr=0.9994; SSIM=0.9975; hist_corr=0.9994; ORB_good=41; ORB_inliers=39; ORB_inlier_ratio=0.9512,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/great-plains-rat-snake-pantherophis-emoryi-21065207.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/great-plains-rat-snake-pantherophis-emoryi-21065207.jpg,Non_Venomous_Snake,TRAIN,2,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.216154,0.999525,0.997274,0.997203,52,52,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=2; dHash=0; aHash=0; aspect_delta=0.2162; pixel_corr=0.9995; SSIM=0.9973; hist_corr=0.9972; ORB_good=52; ORB_inliers=52; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/greatplainsratsnake.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/greatplainsratsnake.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.406667,0.999594,0.998399,0.999046,18,16,0.888889,LIKELY_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.4067; pixel_corr=0.9996; SSIM=0.9984; hist_corr=0.9990; ORB_good=18; ORB_inliers=16; ORB_inlier_ratio=0.8889,POSSIBLE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/GulfHammockRat_female1_web.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/GulfHammockRat_female1_web.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.332813,0.99916,0.997639,0.998895,96,86,0.895833,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3328; pixel_corr=0.9992; SSIM=0.9976; hist_corr=0.9989; ORB_good=96; ORB_inliers=86; ORB_inlier_ratio=0.8958,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/hans-indo-chinese-rat-snake-young.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/hans-indo-chinese-rat-snake-young.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.331606,0.999809,0.998027,0.998423,89,80,0.898876,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3316; pixel_corr=0.9998; SSIM=0.9980; hist_corr=0.9984; ORB_good=89; ORB_inliers=80; ORB_inlier_ratio=0.8989,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/hans-indo-chinese-rat-snake.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/hans-indo-chinese-rat-snake.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.342424,0.999719,0.998009,0.998232,69,61,0.884058,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3424; pixel_corr=0.9997; SSIM=0.9980; hist_corr=0.9982; ORB_good=69; ORB_inliers=61; ORB_inlier_ratio=0.8841,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/hans-oriental-rat-snake-head.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/hans-oriental-rat-snake-head.jpg,Non_Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.330682,0.999651,0.998928,0.997647,31,29,0.935484,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3307; pixel_corr=0.9997; SSIM=0.9989; hist_corr=0.9976; ORB_good=31; ORB_inliers=29; ORB_inlier_ratio=0.9355,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/Indian-Rat-Snake.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/Indian-Rat-Snake.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.331818,0.99977,0.996126,0.99938,38,27,0.710526,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3318; pixel_corr=0.9998; SSIM=0.9961; hist_corr=0.9994; ORB_good=38; ORB_inliers=27; ORB_inlier_ratio=0.7105,HIGH_CONFIDENCE_NEAR_DUPLICATE
Non-Venomous/Common Rat Snake/indo-chinese-rat-snake-ptyas-coluber-korros-adult-from-papum-pare-h9et4j.jpg,Common Rat Snake,Non-Venomous,train/Non_Venomous_Snake/indo-chinese-rat-snake-ptyas-coluber-korros-adult-from-papum-pare-h9et4j.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.293333,0.999872,0.997938,0.999696,119,107,0.89916,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2933; pixel_corr=0.9999; SSIM=0.9979; hist_corr=0.9997; ORB_good=119; ORB_inliers=107; ORB_inlier_ratio=0.8992,HIGH_CONFIDENCE_NEAR_DUPLICATE
