review_id,image_path,species,parent_class,review_type,suspected_match_path,suspected_match_split,frozen_test_involved,similarity_summary,contact_sheet_path,human_decision,human_notes,final_recommended_status
REVIEW_0047,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Rat Snake\DSC00806.JPG,Common Rat Snake,Non-Venomous,DUPLICATE_REVIEW,validation/Non_Venomous_Snake/DSC00806.JPG,VALIDATION,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4300; pixel_corr=0.9986; SSIM=0.9961; hist_corr=0.9998; ORB_good=13; ORB_inliers=11; ORB_inlier_ratio=0.8462,contact_sheets/duplicate_review/review_0047_duplicate_review.png,,,
REVIEW_0048,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Rat Snake\eastern-rat-snake-large.jpg,Common Rat Snake,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/eastern-rat-snake-large.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4117; pixel_corr=0.9998; SSIM=0.9983; hist_corr=0.9988; ORB_good=15; ORB_inliers=12; ORB_inlier_ratio=0.8000,contact_sheets/duplicate_review/review_0048_duplicate_review.png,,,
REVIEW_0049,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Rat Snake\eastern-ratsnake-striped01.jpg,Common Rat Snake,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/eastern-ratsnake-striped01.jpg,TRAIN,NO,pHash=2; dHash=0; aHash=0; aspect_delta=0.3340; pixel_corr=0.9942; SSIM=0.9927; hist_corr=0.9965; ORB_good=14; ORB_inliers=14; ORB_inlier_ratio=1.0000,contact_sheets/duplicate_review/review_0049_duplicate_review.png,,,
REVIEW_0050,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Rat Snake\easternratsnake2.jpg,Common Rat Snake,Non-Venomous,DUPLICATE_REVIEW,validation/Non_Venomous_Snake/easternratsnake2.jpg,VALIDATION,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.3358; pixel_corr=0.9998; SSIM=0.9945; hist_corr=0.9970; ORB_good=1; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0050_duplicate_review.png,,,
REVIEW_0051,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Rat Snake\greatplainsratsnake.jpg,Common Rat Snake,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/greatplainsratsnake.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4067; pixel_corr=0.9996; SSIM=0.9984; hist_corr=0.9990; ORB_good=18; ORB_inliers=16; ORB_inlier_ratio=0.8889,contact_sheets/duplicate_review/review_0051_duplicate_review.png,,,
REVIEW_0052,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Rat Snake\indochinese-rat-snake-grey.jpg,Common Rat Snake,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/indochinese-rat-snake-grey.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.5759; pixel_corr=0.9998; SSIM=0.9971; hist_corr=0.9997; ORB_good=14; ORB_inliers=7; ORB_inlier_ratio=0.5000,contact_sheets/duplicate_review/review_0052_duplicate_review.png,,,
REVIEW_0053,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Rat Snake\indochinese-rat-snake-grey2.jpg,Common Rat Snake,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/indochinese-rat-snake-grey2.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.7333; pixel_corr=0.9997; SSIM=0.9967; hist_corr=0.9993; ORB_good=1; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0053_duplicate_review.png,,,
REVIEW_0054,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Rat Snake\maxresdefault.jpg,Common Rat Snake,Non-Venomous,DUPLICATE_REVIEW,validation/Non_Venomous_Snake/maxresdefault.jpg,VALIDATION,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9997; SSIM=0.9979; hist_corr=0.9996; ORB_good=17; ORB_inliers=12; ORB_inlier_ratio=0.7059,contact_sheets/duplicate_review/review_0054_duplicate_review.png,,,
REVIEW_0055,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Rat Snake\maxresdefault_001.jpg,Common Rat Snake,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/maxresdefault_001.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9998; SSIM=0.9974; hist_corr=0.9999; ORB_good=2; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0055_duplicate_review.png,,,
REVIEW_0056,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Rat Snake\ptyas-carinatus-keeled-rat-snake9.jpg,Common Rat Snake,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/ptyas-carinatus-keeled-rat-snake9.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4836; pixel_corr=0.9996; SSIM=0.9980; hist_corr=0.9994; ORB_good=7; ORB_inliers=4; ORB_inlier_ratio=0.5714,contact_sheets/duplicate_review/review_0056_duplicate_review.png,,,
REVIEW_0057,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Rat Snake\Ptyas-korros-Krabi.jpg,Common Rat Snake,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/Ptyas-korros-Krabi.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.6458; pixel_corr=0.9988; SSIM=0.9971; hist_corr=0.9993; ORB_good=0; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0057_duplicate_review.png,,,
REVIEW_0058,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Rat Snake\Pytas-mucosus-Bob-Burgess-permissioned.jpg,Common Rat Snake,Non-Venomous,DUPLICATE_REVIEW,validation/Non_Venomous_Snake/Pytas-mucosus-Bob-Burgess-permissioned.jpg,VALIDATION,NO,pHash=0; dHash=1; aHash=0; aspect_delta=0.6200; pixel_corr=0.9995; SSIM=0.9957; hist_corr=0.9978; ORB_good=0; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0058_duplicate_review.png,,,
REVIEW_0059,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Sand Boa\1200px-Eryx_jaculus.jpg,Common Sand Boa,Non-Venomous,FROZEN_TEST_REVIEW,test/Non_Venomous_Snake/1200px-Eryx_jaculus.jpg,TEST,YES,pHash=0; dHash=0; aHash=0; aspect_delta=0.3433; pixel_corr=0.9996; SSIM=0.9985; hist_corr=0.9986; ORB_good=18; ORB_inliers=18; ORB_inlier_ratio=1.0000,contact_sheets/frozen_test_review/review_0059_frozen_test_review.png,,,
REVIEW_0060,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Sand Boa\20141005_190516.jpg,Common Sand Boa,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/20141005_190516.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9999; SSIM=0.9978; hist_corr=1.0000; ORB_good=0; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0060_duplicate_review.png,,,
REVIEW_0061,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Sand Boa\econf.jpg,Common Sand Boa,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/econf.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4655; pixel_corr=0.9996; SSIM=0.9967; hist_corr=0.9999; ORB_good=13; ORB_inliers=8; ORB_inlier_ratio=0.6154,contact_sheets/duplicate_review/review_0061_duplicate_review.png,,,
REVIEW_0062,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Sand Boa\emm_m1.jpg,Common Sand Boa,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/emm_m1.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4947; pixel_corr=0.9998; SSIM=0.9953; hist_corr=1.0000; ORB_good=7; ORB_inliers=6; ORB_inlier_ratio=0.8571,contact_sheets/duplicate_review/review_0062_duplicate_review.png,,,
REVIEW_0063,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Sand Boa\img_4608.jpg,Common Sand Boa,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/36.jpg,TRAIN,NO,pHash=2; dHash=2; aHash=0; aspect_delta=0.2500; pixel_corr=0.9994; SSIM=0.9869; hist_corr=0.9966; ORB_good=19; ORB_inliers=18; ORB_inlier_ratio=0.9474,contact_sheets/duplicate_review/review_0063_duplicate_review.png,,,
REVIEW_0064,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Sand Boa\kenyan-sand-boa.jpg,Common Sand Boa,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/kenyan-sand-boa.jpg,TRAIN,NO,pHash=2; dHash=0; aHash=0; aspect_delta=0.4440; pixel_corr=0.9998; SSIM=0.9976; hist_corr=0.9997; ORB_good=9; ORB_inliers=6; ORB_inlier_ratio=0.6667,contact_sheets/duplicate_review/review_0064_duplicate_review.png,,,
REVIEW_0065,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Sand Boa\Photo-0187.jpg,Common Sand Boa,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/Photo-0187.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4686; pixel_corr=0.9994; SSIM=0.9972; hist_corr=1.0000; ORB_good=18; ORB_inliers=9; ORB_inlier_ratio=0.5000,contact_sheets/duplicate_review/review_0065_duplicate_review.png,,,
REVIEW_0066,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Trinket\15021341824_55f46f452d_m.jpg,Common Trinket,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/15021341824_55f46f452d_m.jpg,TRAIN,NO,pHash=2; dHash=0; aHash=0; aspect_delta=0.3958; pixel_corr=0.9994; SSIM=0.9974; hist_corr=0.9999; ORB_good=10; ORB_inliers=8; ORB_inlier_ratio=0.8000,contact_sheets/duplicate_review/review_0066_duplicate_review.png,,,
REVIEW_0067,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Common Trinket\habaraliya.jpg,Common Trinket,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/habaraliya.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.3600; pixel_corr=0.9998; SSIM=0.9988; hist_corr=0.9988; ORB_good=12; ORB_inliers=10; ORB_inlier_ratio=0.8333,contact_sheets/duplicate_review/review_0067_duplicate_review.png,,,
REVIEW_0068,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Green Tree Vine\dbc07269d811693c59231e23ed0e404d.jpg,Green Tree Vine,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/dbc07269d811693c59231e23ed0e404d.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.5101; pixel_corr=0.9999; SSIM=0.9968; hist_corr=0.9995; ORB_good=12; ORB_inliers=12; ORB_inlier_ratio=1.0000,contact_sheets/duplicate_review/review_0068_duplicate_review.png,,,
REVIEW_0069,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\1024px-Heller_Tigerpython_Python_molurus_molurus.jpg,Indian Rock Python,Non-Venomous,FROZEN_TEST_REVIEW,test/Non_Venomous_Snake/1024px-Heller_Tigerpython_Python_molurus_molurus.jpg,TEST,YES,pHash=0; dHash=0; aHash=0; aspect_delta=0.3613; pixel_corr=0.9997; SSIM=0.9963; hist_corr=0.9979; ORB_good=15; ORB_inliers=13; ORB_inlier_ratio=0.8667,contact_sheets/frozen_test_review/review_0069_frozen_test_review.png,,,
REVIEW_0070,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\1753.jpeg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/1753.jpg,TRAIN,NO,pHash=6; dHash=5; aHash=12; aspect_delta=0.3547; pixel_corr=0.6250; SSIM=0.4290; hist_corr=0.9853; ORB_good=40; ORB_inliers=36; ORB_inlier_ratio=0.9000,contact_sheets/duplicate_review/review_0070_duplicate_review.png,,,
REVIEW_0071,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\6O4A4956.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/6O4A4956.jpg,TRAIN,NO,pHash=0; dHash=1; aHash=0; aspect_delta=0.3334; pixel_corr=0.9988; SSIM=0.9960; hist_corr=0.9993; ORB_good=0; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0071_duplicate_review.png,,,
REVIEW_0072,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\6O4A7830.jpg,Indian Rock Python,Non-Venomous,FROZEN_TEST_REVIEW,test/Non_Venomous_Snake/6O4A7830.jpg,TEST,YES,pHash=2; dHash=0; aHash=0; aspect_delta=0.3334; pixel_corr=0.9997; SSIM=0.9969; hist_corr=0.9999; ORB_good=1; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/frozen_test_review/review_0072_frozen_test_review.png,,,
REVIEW_0073,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\6O4A7844.jpg,Indian Rock Python,Non-Venomous,FROZEN_TEST_REVIEW,test/Non_Venomous_Snake/6O4A7844.jpg,TEST,YES,pHash=0; dHash=1; aHash=0; aspect_delta=0.3333; pixel_corr=0.9994; SSIM=0.9983; hist_corr=0.9994; ORB_good=1; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/frozen_test_review/review_0073_frozen_test_review.png,,,
REVIEW_0074,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\6O4A7885.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/6O4A7885.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.3333; pixel_corr=0.9995; SSIM=0.9972; hist_corr=0.9999; ORB_good=1; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0074_duplicate_review.png,,,
REVIEW_0075,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\afe2.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/afe2.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.5737; pixel_corr=0.9998; SSIM=0.9984; hist_corr=0.9994; ORB_good=3; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0075_duplicate_review.png,,,
REVIEW_0076,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Brown_Streaks_seen_from_Lateral_View_of_Head_of_Indian_Rock_Python_(_P_molurus).JPG,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/Brown_Streaks_seen_from_Lateral_View_of_Head_of_Indian_Rock_Python_(_P_molurus).JPG,TRAIN,NO,pHash=0; dHash=1; aHash=0; aspect_delta=0.2500; pixel_corr=0.9999; SSIM=0.9964; hist_corr=0.9996; ORB_good=2; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0076_duplicate_review.png,,,
REVIEW_0077,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\dc-Cover-bh58nkvuepsd83sgu14h9ieqn5-20160609032640.Medi.jpeg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/dc-Cover-bh58nkvuepsd83sgu14h9ieqn5-20160609032640.Medi.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4400; pixel_corr=0.9920; SSIM=0.9403; hist_corr=0.9994; ORB_good=16; ORB_inliers=12; ORB_inlier_ratio=0.7500,contact_sheets/duplicate_review/review_0077_duplicate_review.png,,,
REVIEW_0078,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Indian rock python imprisoned in Gujarat after it swallows blue bull.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/Indian rock python imprisoned in Gujarat after it swallows blue bull.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4633; pixel_corr=0.9996; SSIM=0.9975; hist_corr=0.9999; ORB_good=13; ORB_inliers=10; ORB_inlier_ratio=0.7692,contact_sheets/duplicate_review/review_0078_duplicate_review.png,,,
REVIEW_0079,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Indian-Rock-Python-Langur-kill-4.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/Indian-Rock-Python-Langur-kill-4.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.3330; pixel_corr=0.9989; SSIM=0.9966; hist_corr=0.9961; ORB_good=19; ORB_inliers=19; ORB_inlier_ratio=1.0000,contact_sheets/duplicate_review/review_0079_duplicate_review.png,,,
REVIEW_0080,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\indian-rock-python-with-a-full-belly-in-a-stream-in-ranthambhore-tiger-D2H4CR.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/indian-rock-python-with-a-full-belly-in-a-stream-in-ranthambhore-tiger-D2H4CR.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.3777; pixel_corr=0.9992; SSIM=0.9953; hist_corr=0.9985; ORB_good=11; ORB_inliers=8; ORB_inlier_ratio=0.7273,contact_sheets/duplicate_review/review_0080_duplicate_review.png,,,
REVIEW_0081,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Indian-Rock-Python_001.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,validation/Non_Venomous_Snake/Indian-Rock-Python_001.jpg,VALIDATION,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.5161; pixel_corr=0.9994; SSIM=0.9983; hist_corr=0.9990; ORB_good=4; ORB_inliers=4; ORB_inlier_ratio=1.0000,contact_sheets/duplicate_review/review_0081_duplicate_review.png,,,
REVIEW_0082,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Indian_rock_python.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,validation/Non_Venomous_Snake/Indian_rock_python.jpg,VALIDATION,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.3333; pixel_corr=0.9993; SSIM=0.9949; hist_corr=0.9998; ORB_good=1; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0082_duplicate_review.png,,,
REVIEW_0083,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Indian_Rock_Python_(_P_molurus)_rolled_up_into_a_ball.JPG,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/Indian_Rock_Python_(_P_molurus)_rolled_up_into_a_ball.JPG,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9998; SSIM=0.9980; hist_corr=0.9982; ORB_good=3; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0083_duplicate_review.png,,,
REVIEW_0084,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Indian_rock_python_(Python_molurus)_at_mysore_zoo.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,validation/Non_Venomous_Snake/Indian_rock_python_(Python_molurus)_at_mysore_zoo.jpg,VALIDATION,NO,pHash=0; dHash=1; aHash=0; aspect_delta=0.5176; pixel_corr=0.9994; SSIM=0.9977; hist_corr=0.9992; ORB_good=9; ORB_inliers=6; ORB_inlier_ratio=0.6667,contact_sheets/duplicate_review/review_0084_duplicate_review.png,,,
REVIEW_0085,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Indian_rock_python_from_Nehru_Zoological_park_Hyderabad_4428.JPG,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/Indian_rock_python_from_Nehru_Zoological_park_Hyderabad_4428.JPG,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4444; pixel_corr=0.9997; SSIM=0.9967; hist_corr=0.9989; ORB_good=6; ORB_inliers=4; ORB_inlier_ratio=0.6667,contact_sheets/duplicate_review/review_0085_duplicate_review.png,,,
REVIEW_0086,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Indian_rock_python_from_Nehru_Zoological_park_Hyderabad_4430.JPG,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/Indian_rock_python_from_Nehru_Zoological_park_Hyderabad_4430.JPG,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4444; pixel_corr=0.9998; SSIM=0.9957; hist_corr=0.9996; ORB_good=8; ORB_inliers=4; ORB_inlier_ratio=0.5000,contact_sheets/duplicate_review/review_0086_duplicate_review.png,,,
REVIEW_0087,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Indian_rock_python_pratik_dahod.JPG,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/Indian_rock_python_pratik_dahod.JPG,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.3345; pixel_corr=0.9997; SSIM=0.9978; hist_corr=0.9989; ORB_good=9; ORB_inliers=6; ORB_inlier_ratio=0.6667,contact_sheets/duplicate_review/review_0087_duplicate_review.png,,,
REVIEW_0088,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Juvenile_Indian_Rock_Python_(_P_molurus)_in_a_pensive_moment.JPG,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/Juvenile_Indian_Rock_Python_(_P_molurus)_in_a_pensive_moment.JPG,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9999; SSIM=0.9977; hist_corr=0.9997; ORB_good=3; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0088_duplicate_review.png,,,
REVIEW_0089,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Juvenilke_Indian_Rock_Python_(_P_molurus)_in_my_palm.JPG,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/Juvenilke_Indian_Rock_Python_(_P_molurus)_in_my_palm.JPG,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9997; SSIM=0.9977; hist_corr=0.9966; ORB_good=1; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0089_duplicate_review.png,,,
REVIEW_0090,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,validation/Non_Venomous_Snake/maxresdefault (3).jpg,VALIDATION,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9998; SSIM=0.9985; hist_corr=0.9996; ORB_good=11; ORB_inliers=9; ORB_inlier_ratio=0.8182,contact_sheets/duplicate_review/review_0090_duplicate_review.png,,,
REVIEW_0091,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_001.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/maxresdefault_001 (2).jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9995; SSIM=0.9971; hist_corr=0.9999; ORB_good=9; ORB_inliers=9; ORB_inlier_ratio=1.0000,contact_sheets/duplicate_review/review_0091_duplicate_review.png,,,
REVIEW_0092,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_002.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/maxresdefault_002.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9998; SSIM=0.9976; hist_corr=0.9994; ORB_good=4; ORB_inliers=4; ORB_inlier_ratio=1.0000,contact_sheets/duplicate_review/review_0092_duplicate_review.png,,,
