new_relative_path,new_parent,new_species,match_type,classification,existing_relative_path,existing_class,existing_split,phash_distance,dhash_distance,leakage_risk
Non-Venomous/Common Trinket/4.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/4 (2).jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Common Trinket/7413599378_03c9197f81.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/54 (2).jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Common Trinket/7413599378_03c9197f81.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/7413599378_03c9197f81.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Common Trinket/7667965192_6ebcdd85d8_b.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/9 (2).jpg,Non_Venomous_Snake,TEST,2,2,True
Non-Venomous/Common Trinket/85a4f893f43a26c9257f2e4ab5e42eff.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/85a4f893f43a26c9257f2e4ab5e42eff.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Common Trinket/Close_Up_of_A_Common_Trinket.JPG,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/0 (2).jpg,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Common Trinket/Coelognathus-helena-03000033350_01.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/14 (2).jpg,Non_Venomous_Snake,TEST,0,1,True
Non-Venomous/Common Trinket/common-indian-trinket-coelognathus-helena-ncbs-bangalore-india-f7n7nc.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/common-indian-trinket-coelognathus-helena-ncbs-bangalore-india-f7n7nc.jpg,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Common Trinket/common-indian-trinket-coelognathus-helena-ncbs-bangalore-india-f7n7pg.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/common-indian-trinket-coelognathus-helena-ncbs-bangalore-india-f7n7pg.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Common Trinket/Common-Trinket-Snake-300x225.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/Common-Trinket-Snake-300x225.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Common Trinket/common-trinket-snake-coelognathus-helena-helena-non-venomous-common-aa2k4m.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/common-trinket-snake-coelognathus-helena-helena-non-venomous-common-aa2k4m.jpg,Non_Venomous_Snake,VALIDATION,2,0,False
Non-Venomous/Common Trinket/common-trinket-snake-elaphe-helena-akfw8a.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/common-trinket-snake-elaphe-helena-akfw8a.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Common Trinket/common-trinket-snake-elaphe-helena-two-individuals-a3ypkp.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/common-trinket-snake-elaphe-helena-two-individuals-a3ypkp.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Common Trinket/common_trinket_001.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/common_trinket_001.jpg,Non_Venomous_Snake,TRAIN,2,1,False
Non-Venomous/Common Trinket/Copper-headed Trinket Snake.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/Copper-headed Trinket Snake.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Common Trinket/copper-headed-trinket-snake-coelognathus-radiatus-efrtgt.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/copper-headed-trinket-snake-coelognathus-radiatus-efrtgt.jpg,Non_Venomous_Snake,VALIDATION,2,0,False
Non-Venomous/Common Trinket/habaraliya.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/habaraliya.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Common Trinket/img8.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/img8.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Common Trinket/IMG_0023.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/IMG_0023.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Common Trinket/montane-trinket-snake-coelognathus-helena-monticollaris-non-venomous-a23fcd.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/montane-trinket-snake-coelognathus-helena-monticollaris-non-venomous-a23fcd.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Common Trinket/montane-trinket-snake-coelognathus-helena-monticollaris-non-venomous-AX0CWP.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/montane-trinket-snake-coelognathus-helena-monticollaris-non-venomous-AX0CWP.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Common Trinket/orthriophis-taeniurus-striped-racer-striped-trinket-snake-non-venomous-H9EPPH.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/orthriophis-taeniurus-striped-racer-striped-trinket-snake-non-venomous-H9EPPH.jpg,Non_Venomous_Snake,TRAIN,2,0,False
Non-Venomous/Common Trinket/Snake-Common-Trinket.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/48 (2).jpg,Non_Venomous_Snake,TRAIN,2,0,False
Non-Venomous/Common Trinket/Snake-Common-Trinket.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/Snake-Common-Trinket.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Common Trinket/snake-snakes-leopard-snake-zamenis-situla-trinket-snake-reptile-reptiles-BNJR3J.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/snake-snakes-leopard-snake-zamenis-situla-trinket-snake-reptile-reptiles-BNJR3J.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Common Trinket/trinket2.jpg,Non-Venomous,Common Trinket,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/trinket2.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Green Tree Vine/110298e9e9d6d2fdba1357f8ce37cb3b.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/10 (3).jpg,Non_Venomous_Snake,VALIDATION,0,1,False
Non-Venomous/Green Tree Vine/3fa413c2da7fc530e62d96dcf738304f.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/3fa413c2da7fc530e62d96dcf738304f.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Green Tree Vine/3fa413c2da7fc530e62d96dcf738304f.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/5 (2).jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Green Tree Vine/480a15852ea1541e979834fabee27363--blue-green-green-trees.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/480a15852ea1541e979834fabee27363--blue-green-green-trees.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Green Tree Vine/4a9881dd567ca571c0874b158a72b9ec.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/4 (3).jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Green Tree Vine/4a9881dd567ca571c0874b158a72b9ec.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/4a9881dd567ca571c0874b158a72b9ec.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Green Tree Vine/dbc07269d811693c59231e23ed0e404d.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/dbc07269d811693c59231e23ed0e404d.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Green Tree Vine/ec508f46cb681431964d45926a4ade84.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/ec508f46cb681431964d45926a4ade84.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Green Tree Vine/GreenVineSnakeSinharajaGR.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/8 (2).jpg,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Green Tree Vine/march-3-2016-long-nosed-tree-snake-green-vine-snake-long-nosed-whip-FFHC11.jpg,Non-Venomous,Green Tree Vine,NEAR,POSSIBLE_NEAR_DUPLICATE,train/Non_Venomous_Snake/15 (2).jpg,Non_Venomous_Snake,TRAIN,4,3,False
Non-Venomous/Green Tree Vine/snake7-1024x768.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/snake7-1024x768.jpg,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Green Tree Vine/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947RB.jpg,Non-Venomous,Green Tree Vine,NEAR,POSSIBLE_NEAR_DUPLICATE,train/Non_Venomous_Snake/45 (3).jpg,Non_Venomous_Snake,TRAIN,6,2,False
Non-Venomous/Green Tree Vine/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947RB.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947RB.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Green Tree Vine/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947RM.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947RM.jpg,Non_Venomous_Snake,VALIDATION,0,0,False
Non-Venomous/Green Tree Vine/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-f947rt.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-f947rt.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Green Tree Vine/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947T3.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-F947T3.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Green Tree Vine/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-f947t3_001.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/the-common-vine-snake-ahaetulla-nasuta-is-a-slender-green-tree-snake-f947t3_001.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Green Tree Vine/tumblr_n9q4ra2NrW1sgxjc6o2_1280.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/3 (3).jpg,Non_Venomous_Snake,TRAIN,2,0,False
Non-Venomous/Green Tree Vine/tumblr_n9q4ra2NrW1sgxjc6o2_1280.jpg,Non-Venomous,Green Tree Vine,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/tumblr_n9q4ra2NrW1sgxjc6o2_1280.jpg,Non_Venomous_Snake,TRAIN,2,0,False
Non-Venomous/Indian Rock Python/0.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/0 (4).jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/1.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/1 (2).jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Indian Rock Python/1024px-Heller_Tigerpython_Python_molurus_molurus.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/1024px-Heller_Tigerpython_Python_molurus_molurus.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Indian Rock Python/1166420045-m.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/1166420045-m.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Indian Rock Python/1280px-Indian_rock_python_pratik.JPG,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/1280px-Indian_rock_python_pratik.JPG,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Indian Rock Python/131942656.vigSlaNz.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/131942656.vigSlaNz.jpg,Non_Venomous_Snake,TEST,0,1,True
Non-Venomous/Indian Rock Python/1406194043645_wps_2_EXCLUSIVE_GUJARAT_INDIA_U.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/1406194043645_wps_2_EXCLUSIVE_GUJARAT_INDIA_U.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Indian Rock Python/1406194171937_wps_8_EXCLUSIVE_GUJARAT_INDIA_U.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/1406194171937_wps_8_EXCLUSIVE_GUJARAT_INDIA_U.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/1406194211496_wps_10_EXCLUSIVE_GUJARAT_INDIA_U.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/1406194211496_wps_10_EXCLUSIVE_GUJARAT_INDIA_U.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/1406194312764_wps_11_EXCLUSIVE_GUJARAT_INDIA_U.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/1406194312764_wps_11_EXCLUSIVE_GUJARAT_INDIA_U.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/1438853319IMG-20141006-WA0017.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/1438853319IMG-20141006-WA0017.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Indian Rock Python/1438853319main -1.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/1438853319main -1.jpg,Non_Venomous_Snake,TEST,0,1,True
Non-Venomous/Indian Rock Python/1438853320sub headed shot-1.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/1438853320sub headed shot-1.jpg,Non_Venomous_Snake,TEST,0,1,True
Non-Venomous/Indian Rock Python/1753.jpeg,Non-Venomous,Indian Rock Python,NEAR,POSSIBLE_NEAR_DUPLICATE,train/Non_Venomous_Snake/1753.jpg,Non_Venomous_Snake,TRAIN,6,5,False
Non-Venomous/Indian Rock Python/240_F_57387590_X4C1GVMXiircJ9WijCsTxXmP3l08Pk2m.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/240_F_57387590_X4C1GVMXiircJ9WijCsTxXmP3l08Pk2m.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Indian Rock Python/240_F_81777996_fXFZAxx4plJEMzc4ndaqAcPqLi5VB87h.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/240_F_81777996_fXFZAxx4plJEMzc4ndaqAcPqLi5VB87h.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Indian Rock Python/240_F_81778671_6lV4W2Ea4sy1uxVPZTpyyDUN8B0tDMi9.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/240_F_81778671_6lV4W2Ea4sy1uxVPZTpyyDUN8B0tDMi9.jpg,Non_Venomous_Snake,VALIDATION,0,1,False
Non-Venomous/Indian Rock Python/249701_149478348456813_100001839476094_326585_731191_n.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/249701_149478348456813_100001839476094_326585_731191_n.jpg,Non_Venomous_Snake,TEST,0,1,True
Non-Venomous/Indian Rock Python/5 blog.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/5 blog.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Indian Rock Python/5521393421453897450.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/5521393421453897450.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/61571838_4ea666d98a_b.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/61571838_4ea666d98a_b.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Indian Rock Python/6341106gveli179.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/6341106gveli179.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/6O4A4956.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/6O4A4956.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Indian Rock Python/6O4A7830.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/6O4A7830.jpg,Non_Venomous_Snake,TEST,2,0,True
Non-Venomous/Indian Rock Python/6O4A7844.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/6O4A7844.jpg,Non_Venomous_Snake,TEST,0,1,True
Non-Venomous/Indian Rock Python/6O4A7885.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/6O4A7885.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/7044762725_5e3e754c31.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/7044762725_5e3e754c31.jpg,Non_Venomous_Snake,TEST,2,0,True
Non-Venomous/Indian Rock Python/7696c19d1eb4846d81269ecb4c77f5a5.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/7696c19d1eb4846d81269ecb4c77f5a5.jpg,Non_Venomous_Snake,TEST,0,1,True
Non-Venomous/Indian Rock Python/87457288_XS.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,test/Non_Venomous_Snake/87457288_XS.jpg,Non_Venomous_Snake,TEST,0,0,True
Non-Venomous/Indian Rock Python/a0a6db8a29a4a474703855fd466ed3dd--indian-animals-mammals.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/a0a6db8a29a4a474703855fd466ed3dd--indian-animals-mammals.jpg,Non_Venomous_Snake,TRAIN,2,1,False
Non-Venomous/Indian Rock Python/afe2.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/afe2.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/African-rock-python-on-rocky-ground.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/African-rock-python-on-rocky-ground.jpg,Non_Venomous_Snake,TRAIN,2,0,False
Non-Venomous/Indian Rock Python/An-Indian-rock-python-drinks-water-inside-its-enclosure-in-a-zoo-during-a-hot-day-in-Lucknow..jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/An-Indian-rock-python-drinks-water-inside-its-enclosure-in-a-zoo-during-a-hot-day-in-Lucknow..jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/An-Indian-Rock-Python.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/An-Indian-Rock-Python.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/An-Indian-Rock-Python3-_unz3.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,validation/Non_Venomous_Snake/An-Indian-Rock-Python3-_unz3.jpg,Non_Venomous_Snake,VALIDATION,2,0,False
Non-Venomous/Indian Rock Python/Asiatic-rock-python-coiled-around-branch.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/Asiatic-rock-python-coiled-around-branch.jpg,Non_Venomous_Snake,TRAIN,2,1,False
Non-Venomous/Indian Rock Python/asiatic-rock-python-hatchling.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/asiatic-rock-python-hatchling.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/Big-Python.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/Big-Python.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/Brown_Streaks_seen_from_Lateral_View_of_Head_of_Indian_Rock_Python_(_P_molurus).JPG,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/Brown_Streaks_seen_from_Lateral_View_of_Head_of_Indian_Rock_Python_(_P_molurus).JPG,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Indian Rock Python/burmpython1l.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/burmpython1l.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/burmpython2l.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/burmpython2l.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/dc-Cover-bh58nkvuepsd83sgu14h9ieqn5-20160609032640.Medi.jpeg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/dc-Cover-bh58nkvuepsd83sgu14h9ieqn5-20160609032640.Medi.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/filename-img-0537-jpg.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/filename-img-0537-jpg.jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/hqdefault.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/hqdefault (2).jpg,Non_Venomous_Snake,TRAIN,0,0,False
Non-Venomous/Indian Rock Python/hqdefault_002.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/hqdefault_002.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Indian Rock Python/hqdefault_004.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/hqdefault_004.jpg,Non_Venomous_Snake,TRAIN,2,0,False
Non-Venomous/Indian Rock Python/hqdefault_006.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/hqdefault_006.jpg,Non_Venomous_Snake,TRAIN,0,1,False
Non-Venomous/Indian Rock Python/hqdefault_007.jpg,Non-Venomous,Indian Rock Python,NEAR,HIGH_CONFIDENCE_NEAR_DUPLICATE,train/Non_Venomous_Snake/hqdefault_007 (2).jpg,Non_Venomous_Snake,TRAIN,0,0,False
