relative_path,filename,extension,parent_label,species_label,intended_model_class,width,height,channels_or_mode,file_size_bytes,sha256,perceptual_hash,dhash,readable,exact_duplicate_group,near_duplicate_group,source_group_id,existing_dataset_match,existing_split_match,label_conflict,provenance_status,audit_status,review_reason,image_format,aspect_ratio,integrity_error,truncated_warning
Non-Venomous/Common Rat Snake/Common_India_Rat_Snake.jpg,Common_India_Rat_Snake.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,220,147,RGB,11519,b5068ce302612c06fff18136cce76cf06baa79419c91be3733dfe0fa31eb3ac1,94bc3c3507e6c2e5,163ca4ccde97c6ec,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.496599,,False
Non-Venomous/Common Rat Snake/Common_Rat_Snake.jpg,Common_Rat_Snake.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,900,1200,RGB,764409,044b02c2f8efef5ad87acdfb10f4f548fa772e5aee79bd3bd245a2f464566403,88f70646fd59942e,e74f361263f4f1f1,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,0.75,,False
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律.jpg,Common_Rat_Snake_(Ptyas_mucosa)_水律.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1024,682,RGB,540450,d4ab297cff65e9669638a37870be5a17b56e775dc21f82a6ccb3a74b49d4a2bc,d6ba422694cf2d36,4d8904302e43ecf0,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.501466,,False
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律10.jpg,Common_Rat_Snake_(Ptyas_mucosa)_水律10.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1024,683,RGB,594043,b55a6427d1d23809c38c53cc2c2569b49efecdc3aa9c1a8bd20ad36d8010e85d,893cd7e9b29199a4,f6fd7f9de7d3e0f8,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.499268,,False
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律3.jpg,Common_Rat_Snake_(Ptyas_mucosa)_水律3.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1024,683,RGB,456238,10d447d74ca205d91922d4da2e1c85088a7efeaa30ceb74b7f601ca520e5d3d0,fcfe0fab91102ad0,2524259e20a7e8e2,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.499268,,False
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律4.jpg,Common_Rat_Snake_(Ptyas_mucosa)_水律4.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1024,684,RGB,537131,3f640ac5f97b2f72a18b920b60f0f8eb26c57d0b86af8bc0f393b4c53db701be,ddf5ac73344b4441,6631d03a8a3851b5,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.497076,,False
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律6.jpg,Common_Rat_Snake_(Ptyas_mucosa)_水律6.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1024,683,RGB,474601,7387ab2b8e58bd31ea0c98291754bdc01d889dce3b580ec265ad4378e371920a,b1b1f1514d6c8676,9c1abc365ad81c46,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.499268,,False
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律7.jpg,Common_Rat_Snake_(Ptyas_mucosa)_水律7.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1024,682,RGB,492077,c691080edbca051348c790f20435e4beb0e70b6acd2df379cba2591af822e493,863a9bcce4c6e299,7f3bcde6f7e1f8cc,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.501466,,False
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律8.jpg,Common_Rat_Snake_(Ptyas_mucosa)_水律8.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1024,683,RGB,522891,8ab09ad0eb3a15baac99db729bc0706edf11df3398c298a0b17604ae9009621c,d3992d6e6763b120,73f0d8c8c94d4512,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.499268,,False
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律9.jpg,Common_Rat_Snake_(Ptyas_mucosa)_水律9.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1024,683,RGB,595935,c29ff976ceb2e60557758bda9c1ebb73575e3e18bbf3a72733faf20be5bf40e9,c9f8d43779c80635,9894a18b5a49fbd2,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.499268,,False
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律_(6027287191).jpg,Common_Rat_Snake_(Ptyas_mucosa)_水律_(6027287191).jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1024,683,RGB,517380,9ff5f4ad5736af1f519c87102df89bc615d079e0e22a33f7eacb2f71ce42c478,8939d4e4ad1bd998,939bbb5b67e3e9e8,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.499268,,False
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律_(6027830696).jpg,Common_Rat_Snake_(Ptyas_mucosa)_水律_(6027830696).jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1024,683,RGB,465870,678bdaed9f0b69464dc7fcd880b617cd7e6cf1e40e2a83ef0588df5ce1657883,aa92c4e86f321e9d,c9997949eb878384,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.499268,,False
Non-Venomous/Common Rat Snake/Common_Rat_Snake_(Ptyas_mucosa)_水律_(6027841570).jpg,Common_Rat_Snake_(Ptyas_mucosa)_水律_(6027841570).jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1024,683,RGB,453121,b026f4fc3f1594ddd4f8fca6f797be1b75cf5d04f82ba56a0ac86187d9d3f874,9adcea12dceac485,b9190b1958ddd9a3,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.499268,,False
Non-Venomous/Common Rat Snake/dhaman-rat-snake-coluber-mucosus-non-venomous-common-bhimashankar-A0BB66.jpg,dhaman-rat-snake-coluber-mucosus-non-venomous-common-bhimashankar-A0BB66.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1300,939,RGB,229851,96363e72fe18af286692034b8bfdaec01b896a5ae3000657f083a0ef68996d5d,df0a2331686eb719,e2eb6c21115c6643,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.384452,,False
Non-Venomous/Common Rat Snake/DSC00806.JPG,DSC00806.JPG,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,500,285,RGB,49338,a6d5992a9841033204f7d59d66d6d4b6826a1d5d27b9d554b7a5edd74ed7edd9,fcf0e2c98321a61f,8110349672723332,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.754386,,False
Non-Venomous/Common Rat Snake/DSCF0265.JPG,DSCF0265.JPG,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1600,1200,RGB,291215,1a56ef4f72d45b38d24815343bb5737c914aaf4a08ad24a3aa4a64840afcd82c,e96187de9a9231c6,b0c38f1333132c79,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.333333,,False
Non-Venomous/Common Rat Snake/eastern-rat-snake-large.jpg,eastern-rat-snake-large.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,600,353,RGB,225183,6ffaef03736a35c366226a66b998238854ba8266b24b6e11c8fe64e1ea4ad6cf,ebbec61cace0091d,454d4b83138984c3,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.699717,,False
Non-Venomous/Common Rat Snake/eastern-ratsnake-striped01.jpg,eastern-ratsnake-striped01.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1024,682,RGB,532608,c4801366be603f7fb23bfc2ca912158f406ec7956e690e91db47f4618835a206,c0f85f4d740169af,92248998e553c08c,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.501466,,False
Non-Venomous/Common Rat Snake/easternratsnake2.jpg,easternratsnake2.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,4288,2848,RGB,992131,b6819710feaadd93d17b33a307bf3c899f8885eeb05c0878e5d078000728398b,a85a95ed1a659d2a,9081a20583879e1e,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.505618,,False
Non-Venomous/Common Rat Snake/erat4-id.jpg,erat4-id.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,773,504,RGB,308598,188f753ca5fe12f01009d5369a193c84b4e87b8d9ea011c9dec22770e4342131,cdc2a51b91ec0eda,e6e6a58a79793232,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.53373,,False
Non-Venomous/Common Rat Snake/free_9287297.jpg,free_9287297.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,480,339,RGB,137562,b8db8e25dcb94a5b6b89b375d6703759ff9e9c3bbc7cde339fd3fd543f9dc562,8b23b4389369d967,3c66d35979b3d66c,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.415929,,False
Non-Venomous/Common Rat Snake/Glorioso _rat2.jpg,Glorioso _rat2.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,512,384,RGB,304214,51a56e04eaca3cc4bb16e77d2ce203090323a737c592f71f0baad9351c70cc32,be61d0c543da2e2b,d01e2f394b263179,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.333333,,False
Non-Venomous/Common Rat Snake/gprs.jpg,gprs.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,415,278,RGB,25266,611b89613646fc96df8ed11be1aebcd2efe0d895f76bddd208512e670d15cc0e,c668348aad735d87,65a543516469ccce,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.492806,,False
Non-Venomous/Common Rat Snake/gray-rat-snake-blending-sugar-sand-33013422.jpg,gray-rat-snake-blending-sugar-sand-33013422.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1300,957,RGB,262499,73c46996153de45fd26e772da0cdc29ea0f8f3f972c94a44be86d888684450fd,d06fea508f15e04f,010bcb4cc09098e5,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.358412,,False
Non-Venomous/Common Rat Snake/Gray_Ratsnake_25.jpg,Gray_Ratsnake_25.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1200,1800,RGB,598094,e05ccc91fe48230dba476eaf476a7509c2e6c9766d9c4f5ce0b1b26759c15f2d,8435b5c21db56abc,feeee6fa71c19c20,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,0.666667,,False
Non-Venomous/Common Rat Snake/grayrat2.jpg,grayrat2.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,450,323,RGB,252594,49657147b91b2ce8cfd41f1da5301debf3cfe3796ba3da131031859a177b72b8,823df2cb495c4d95,9daf76f3ebe1e4cd,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.393189,,False
Non-Venomous/Common Rat Snake/grayratsnake461.jpg,grayratsnake461.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,461,346,RGB,312114,df8ea85026583d9d62b07cbd43a2e5d1f9484559302851a4a66f429a71097e44,9f57680e532eca38,61723c6c7c71379b,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.33237,,False
Non-Venomous/Common Rat Snake/great-plains-rat-snake-04.jpg,great-plains-rat-snake-04.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,470,303,RGB,77824,2b3ac89aa2067262fad530faee2496c01ddb44f7e303d850084b733baa0c50bd,fc7f87c1491a9c22,6b46353317b79d66,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.551155,,False
Non-Venomous/Common Rat Snake/great-plains-rat-snake-pantherophis-emoryi-21065207.jpg,great-plains-rat-snake-pantherophis-emoryi-21065207.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1300,1019,RGB,272511,0599e6c0f1491dc75bb0cdc10e14c8a760b448316214e6039ce41a703b85f066,fb0c80799b23bad2,5b364d5d511b0ee0,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.275761,,False
Non-Venomous/Common Rat Snake/great-plains-rat-snake.jpg,great-plains-rat-snake.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,650,430,RGB,89545,4f7adb345354e75ddcdd15b6981d4767e43c831303dcce07d7269c9f42ee7f7c,bd3d938b0ee46407,b6189636771b8aac,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.511628,,False
Non-Venomous/Common Rat Snake/greatplainsratsnake.jpg,greatplainsratsnake.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,600,356,RGB,242282,3b4e345b40f1784a8f88a35965dada4e016b1d52c16a7483370c20d7a000b2d8,eb57f072056b9621,945555d3e22d93b2,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.685393,,False
Non-Venomous/Common Rat Snake/GulfHammockRat_female1_web.jpg,GulfHammockRat_female1_web.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,640,427,RGB,158660,a6e87e5b64f54c28a75492007cd3d0fef278f1cbd5eec94623913f57ffba9cfd,c4964f634f7c7025,e664b5b4d99d2626,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.498829,,False
Non-Venomous/Common Rat Snake/hans-indo-chinese-rat-snake-young.jpg,hans-indo-chinese-rat-snake-young.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,579,387,RGB,34921,7a67573382d3b22b38c68113479167a7ba6c6705a456ecdbcdc2355ec674de73,ff859a1af0c1a2e4,303546163219433b,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.496124,,False
Non-Venomous/Common Rat Snake/hans-indo-chinese-rat-snake.jpg,hans-indo-chinese-rat-snake.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,660,434,RGB,152486,cef8d89e1c0846bd3430c695901267b32c1d80b8a226ee41022175ea2a943841,c31eb671988e64bc,dd5c65f090c24c6c,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.520737,,False
Non-Venomous/Common Rat Snake/hans-oriental-rat-snake-head.jpg,hans-oriental-rat-snake-head.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,880,589,RGB,434529,0953d347b91137e4b6866dc531f6e3ea9a6b0a05f016c5022fcbe2314c953619,dd817070ce9c3b0f,a08a7a60610e344a,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.494058,,False
Non-Venomous/Common Rat Snake/IMG_7256-2.jpg,IMG_7256-2.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,2822,2033,RGB,626428,b7daafa3ef9c97e662adcacd00e8c109c25ecb25556f01ec2106b445853416ee,82107565c34aefdb,c29e71d1d8d76d2c,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.388096,,False
Non-Venomous/Common Rat Snake/indian-rat-snake-ptyas-mucosa-rolled-up-on-a-root-sri-lanka-sinharaja-EBNR90.jpg,indian-rat-snake-ptyas-mucosa-rolled-up-on-a-root-sri-lanka-sinharaja-EBNR90.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1300,955,RGB,285168,a7cba351f8d41594247984fd69521d02575918ccac4290f6816853ae47667c8f,9a93d24a6b886db3,f9f83a7365b5f447,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.361257,,False
Non-Venomous/Common Rat Snake/Indian-Rat-Snake.jpg,Indian-Rat-Snake.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,220,147,RGB,6960,9fe8ab93ac5d6b9b87c4e40d219d1a17aac871fec673496ed661f4903200cb7b,e64992353b96cdc4,9c00e4cdc3e6cc8d,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.496599,,False
Non-Venomous/Common Rat Snake/indianratsnake.jpg,indianratsnake.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,621,463,RGB,104089,2d1d5855b2c7c4a677b848813f10b1750df57db7201be41baaffb51c1022ffec,ae41302ecd7ac5b3,e5edaa2366652d9e,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.341253,,False
Non-Venomous/Common Rat Snake/indo-chinese-rat-snake-ptyas-coluber-korros-adult-from-papum-pare-h9et4j.jpg,indo-chinese-rat-snake-ptyas-coluber-korros-adult-from-papum-pare-h9et4j.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,450,318,RGB,31808,a50c6053fe781a72b5cda03e4ff15d21d92bedef82a242f08c260a6cec8a228f,8d77e30ab525e81a,cf656b9ef8f3d216,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.415094,,False
Non-Venomous/Common Rat Snake/indo-chinese-rat-snake-ptyas-korros-gdcca8.jpg,indo-chinese-rat-snake-ptyas-korros-gdcca8.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,450,320,RGB,38738,aa1e714612eb88cc2c210dea703cc431a1859105b035e88b94065a78f935bc7d,e247c972ad01b576,c0c18cca0d8c8d1e,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.40625,,False
Non-Venomous/Common Rat Snake/indo-chinese-rat-snake-ptyas-korros-non-venomous-common-arunachal-A0BB61.jpg,indo-chinese-rat-snake-ptyas-korros-non-venomous-common-arunachal-A0BB61.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1300,953,RGB,311944,5b82d2aabc724b4e754fbdaaa2060df8acb512ddeeae14b8256a2ba9518c3a43,ad64ce927584731d,6e03338657d9f34b,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.364113,,False
Non-Venomous/Common Rat Snake/indo-chinese-rat-snake_3012.jpg,indo-chinese-rat-snake_3012.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,400,300,RGB,46716,99fea9938b5b02bcacc7703d6775e22df88c9806a8bc647a65de3377e6c43768,802a7f5152de95ad,10c7f6ecca9030f0,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.333333,,False
Non-Venomous/Common Rat Snake/indochinese-rat-snake-grey.jpg,indochinese-rat-snake-grey.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,540,229,RGB,51594,5c48a014277d6a4cbe4685cc3939e75ead42194c265588429e3eec66afde249a,d50d6c86e2a63dc3,767252cac89c8d0d,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,2.358079,,False
Non-Venomous/Common Rat Snake/indochinese-rat-snake-grey2.jpg,indochinese-rat-snake-grey2.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,540,144,RGB,30747,65ea161878b6ca7a47dc16cbbfe5ad2b19e382a17caaf3f8a8b60e837229d961,d7633c8e63925a31,4d44d8c8c03c3c34,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,3.75,,False
Non-Venomous/Common Rat Snake/indochinese-rat-snake-nick-baker-malaysia.jpg,indochinese-rat-snake-nick-baker-malaysia.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,600,400,RGB,169130,2bd40e65d622e12a2371b5a0283b00904ca7677dff9deca4c7f740b376b64bae,b9232e6e7a5b1216,1bc6d899162460e0,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.5,,False
Non-Venomous/Common Rat Snake/indochinese-rat-snake3-brown.jpg,indochinese-rat-snake3-brown.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,355,238,RGB,29955,0ed44e738fc84792f3c6479a407f66aee05446986ac810a16aef5d06fc431ca6,962ae1336ada16b3,6bbc3821441c3ce4,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.491597,,False
Non-Venomous/Common Rat Snake/kevin-messenger-hong-kong-ptyas-mucosus.jpg,kevin-messenger-hong-kong-ptyas-mucosus.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,800,533,RGB,678674,29b26c0bac06964e4054de02f861a6286dba6127a5cfe9d6d473ee813aaaa0da,931d9a43fd82c4cb,d8396c7e5ac8c928,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.500938,,False
Non-Venomous/Common Rat Snake/King-ratsnake.jpg,King-ratsnake.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,650,421,RGB,94477,a579db131cc2908196bd5163bd55b108d53b2b89d3387d1f6116979cf10f3a71,adca804a4f97723b,c5b31b6673075a6a,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.543943,,False
Non-Venomous/Common Rat Snake/maryland-black-rat-snake-2.jpg,maryland-black-rat-snake-2.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1936,1936,RGB,1149089,f3f194c5e63fee217d6cd6837283ab85d4ad5362684f81e3354415b743f4eeae,f522168ae5f2ca35,cdce8c0682419c96,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.0,,False
Non-Venomous/Common Rat Snake/maxresdefault.jpg,maxresdefault.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1280,720,RGB,214484,4a3b19eb9bea861162a8634cf0d01ddad51ce7a1363fff31e22924bc4f46d082,fff880823a1d1f26,5c86431225f7c64d,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.777778,,False
Non-Venomous/Common Rat Snake/maxresdefault_001.jpg,maxresdefault_001.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1280,720,RGB,89075,2c361b9c108e8481546cbbeb1eafb3063dad92cd6a422bad9213e611912534aa,ac0d87c2e0717d9b,cf6e3717e1bb9fef,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.777778,,False
Non-Venomous/Common Rat Snake/Pantherophis alleghaniensis b WOM WMA 3 April 2010 Pittsylvania Co 537.jpg,Pantherophis alleghaniensis b WOM WMA 3 April 2010 Pittsylvania Co 537.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1024,680,RGB,583256,945b70f996d09a91e501355755b8733cb1d568914d72405a1c86bee34015716d,fa87c3702d2c94d3,52485c2619959159,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.505882,,False
Non-Venomous/Common Rat Snake/ptyas-carinatus-keeled-rat-snake9.jpg,ptyas-carinatus-keeled-rat-snake9.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,550,284,RGB,74932,d859bc1ebd549d1c0ded0b2324d1e659c7bf682b6320f492cf4b395ca7454036,edcf8a207239381f,296262044eb62aad,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.93662,,False
Non-Venomous/Common Rat Snake/Ptyas-korros-Krabi.jpg,Ptyas-korros-Krabi.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,1200,425,RGB,197514,38fb87426306e74fcd26d8eb295ff57b7eca750006cdbe0153bc63a4a41d7fbe,f01ce75b1bb42474,2407b69591cd8585,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,2.823529,,False
Non-Venomous/Common Rat Snake/ptyas.jpg,ptyas.jpg,.jpg,Non-Venomous,Common Rat Snake,Non_Venomous_Snake,500,356,RGB,73585,57fddf6bdf26c9c51fb8b1544d78b98cf38ddfcd55e1b4c37344e272b5978a75,eb539c9c4a63b131,70785e4301172763,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.404494,,False
